,source,element_id,element_path_value,element_short_value,element_definition_value,element_alias_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_mustSupport_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_sliceName_value,element_type_profile_value,element_slicing_ordered_value,element_requirements_value,element_representation_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_fixedUri_value,element_defaultValueBoolean_value,element_orderMeaning_value,element_fixedCode_value,element_type_extension_url,element_type_extension_valueString_value,element_type_code_extension_url,element_type_code_extension_valueString_value,element_example_valueCode_value,element_example_valuePeriod_start_value,element_example_valuePeriod_end_value,element_binding_valueSetUri_value,element_extension_valueString_value
110,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.system,Patient.telecom.system,phone | fax | email | pager | url | sms | other,Telecommunications form for contact point - what communications system is required to make use of the contact.,,1,1,1..1,ContactPoint.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.3', './scheme', './ContactPointType']",Note that FHIR strings may not exceed 1MB in size,code,"['ele-1', 'cpt-2']",,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactPointSystem,,required,Telecommunications form for contact point,http://hl7.org/fhir/ValueSet/contact-point-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.value,Patient.telecom.value,The actual contact point details,"The actual contact point details, in a form that is meaningful to the designated communication system (i.e. phone number or email address).",,1,1,1..1,ContactPoint.value,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.1 (or XTN.12)', './url', './Value']","Additional text data such as phone extension numbers, or notes about use of the contact are sometimes included in the value.",string,ele-1,,true,,,,,,,,,,,,,,,,Need to support legacy numbers that are not in a tightly controlled format.,,,,,,,,,,,,,,,,,,,,,
112,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.use,Patient.telecom.use,home | work | temp | old | mobile - purpose of this contact point,Identifies the purpose for the contact point.,,0,1,0..1,ContactPoint.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.2 - but often indicated by field', 'unique(./use)', './ContactPointPurpose']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old contact etc.for a current/permanent one. Applications can assume that a contact is current unless it explicitly says that it is temporary or old.",code,ele-1,,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactPointUse,,required,Use of contact point,http://hl7.org/fhir/ValueSet/contact-point-use,,,,,,,,"Need to track the way a person uses this contact, so a user can choose which is appropriate for their purpose.",,,,,,,,,,,,,,,,,,,,,
113,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.rank,Patient.telecom.rank,Specify preferred order of use (1 = highest),Specifies a preferred order in which to use a set of contacts. Contacts are ranked with lower values coming before higher values.,,0,1,0..1,ContactPoint.rank,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2']","['n/a', 'n/a']",Note that rank does not necessarily follow the order in which the contacts are represented in the instance.,positiveInt,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.period,Patient.telecom.period,Time period when the contact point was/is in use,Time period when the contact point was/is in use.,,0,1,0..1,ContactPoint.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'N/A', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']","This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",Period,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.period.id,Patient.telecom.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
116,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.period.extension,Patient.telecom.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
117,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.period.start,Patient.telecom.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.period.end,Patient.telecom.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",,0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",,true,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,,,,,,,
119,ARS|s_CareConnect-GPC-Patient-1,Patient.gender,Patient.gender,male | female | other | unknown,Administrative Gender - the gender that the patient is considered to have for administration and record keeping purposes.,,0,1,0..1,Patient.gender,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'cda']","['n/a', 'PID-8', 'player[classCode=PSN|ANM and determinerCode=INSTANCE]/administrativeGender', '.patient.administrativeGenderCode']","The gender may not match the biological sex as determined by genetics, or the individual's preferred identification. Note that for both humans and particularly animals, there are other legitimate possibilities than M and F, though the vast majority of systems and contexts only support M and F.  Systems providing decision support or enforcing business rules should ideally do this on the basis of Observations dealing with the specific gender aspect of interest (anatomical, chromosonal, social, etc.)  However, because these observations are infrequently recorded, defaulting to the administrative gender is common practice.  Where such defaulting occurs, rule enforcement should allow for the variation between administrative and biological, chromosonal and other gender aspects.  For example, an alert about a hysterectomy on a male should be handled as a warning or overrideable error, not a ""hard"" error.",code,ele-1,true,true,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",,AdministrativeGender,true,required,The gender of a person used for administrative purposes.,https://fhir.nhs.uk/STU3/ValueSet/CareConnect-AdministrativeGender-1,,,,,,,,"Needed for identification of the individual, in combination with (at least) name and birth date. Gender of individual drives many clinical processes.",,,,,,,,,,,,,,,,,,,,,
120,ARS|s_CareConnect-GPC-Patient-1,Patient.birthDate,Patient.birthDate,The date of birth for the individual,The date of birth for the individual.,,0,1,0..1,Patient.birthDate,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'cda', 'loinc']","['n/a', 'PID-7', 'player[classCode=PSN|ANM and determinerCode=INSTANCE]/birthTime', '.patient.birthTime', '21112-8']","At least an estimated year should be provided as a guess if the real DOB is unknown  There is a standard extension ""patient-birthTime"" available that should be used where Time is required (such as in maternaty/infant care systems).",date,ele-1,true,true,,,,,,,,,,,,,,,,Age of the individual drives many clinical processes.,,,,,,,,,,,,,,,,,,,,,
121,ARS|s_CareConnect-GPC-Patient-1,Patient.birthDate.id,Patient.birthDate.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
122,ARS|s_CareConnect-GPC-Patient-1,Patient.birthDate.extension,Patient.birthDate.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
123,ARS|s_CareConnect-GPC-Patient-1,Patient.birthDate.extension:patient-birthTime,Patient.birthDate.extension,The time of day that the Patient was born. This includes the date to ensure that the timezone information can be communicated effectively.,The time of day that the Patient was born. This includes the date to ensure that the timezone information can be communicated effectively.,"['extensions', 'user content']",0,1,0..1,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,,,,,patient-birthTime,http://hl7.org/fhir/StructureDefinition/patient-birthTime,,,,,,,,,,,,,,,,,,,,,,,
