,element_id,element_path_value,element_short_value,element_definition_value,element_comment_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_base_cardinality,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_type_code_value,element_condition_value,element_isSummary_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_alias_value,element_binding_extension_url,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_isModifier_value,element_binding_extension_valueReference_reference_value,element_sliceName_value,element_type_profile_value,element_fixedUri_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_fixedCode_value,element_fixedString_value,element_extension_valueString_value,element_contentReference_value
89,Composition.identifier:crossCareSettingIdentifier.assigner.extension,Composition.identifier.assigner.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,0..*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,,
90,Composition.identifier:crossCareSettingIdentifier.assigner.reference,Composition.identifier.assigner.reference,"Literal reference, Relative, internal or absolute URL","A reference to a location at which the other resource is found. The reference may be a relative reference, in which case it is relative to the service base URL, or an absolute URL that resolves to the location where the resource is found. The reference may be version specific or not. If the reference is not to a FHIR RESTful server, then it should be assumed to be version specific. Internal fragment references (start with '#') refer to contained resources.","Using absolute URLs provides a stable scalable approach suitable for a cloud/web context, while using relative/logical references provides a flexible approach suitable for use when trading across closed eco-system boundaries.   Absolute URLs do not need to point to a FHIR RESTful server, though this is the preferred approach. If the URL conforms to the structure ""/[type]/[id]"" then it should be assumed that the reference is to a FHIR RESTful server.",0,1,0..1,Reference.reference,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']",string,"['ele-1', 'ref-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Composition.identifier:crossCareSettingIdentifier.assigner.identifier,Composition.identifier.assigner.identifier,"Logical reference, when literal reference is not known","An identifier for the other resource. This is used when there is no way to reference the other resource directly, either because the entity is not available through a FHIR server, or because there is no way for the author of the resource to convert a known identifier to an actual location. There is no requirement that a Reference.identifier point to something that is actually exposed as a FHIR instance, but it SHALL point to a business concept that would be expected to be exposed as a FHIR instance, and that instance would need to be of a FHIR resource type allowed by the reference.","When an identifier is provided in place of a reference, any system processing the reference will only be able to resolve the identifier to a reference if it understands the business context in which the identifier is used. Sometimes this is global (e.g. a national identifier) but often it is not. For this reason, none of the useful mechanisms described for working with references (e.g. chaining, includes) are possible, nor should servers be expected to be able resolve the reference. Servers may accept an identifier based reference untouched, resolve it, and/or reject it - see CapabilityStatement.rest.resource.referencePolicy.   When both an identifier and a literal reference are provided, the literal reference is preferred. Applications processing the resource are allowed - but not required - to check that the identifier matches the literal reference  Applications converting a logical reference to a literal reference may choose to leave the logical reference present, or remove it.",0,1,0..1,Reference.identifier,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim']","['n/a', 'CX / EI (occasionally, more often EI maps to a resource id or a URL)', 'II - see see identifier pattern at http://wiki.hl7.org/index.php?title=Common_Design_Patterns#Identifier_Pattern for relevant discussion. The Identifier class is a little looser than the v3 type II because it allows URIs as well as registered OIDs or GUIDs.  Also maps to Role[classCode=IDENT]', 'Identifier', '.identifier']",Identifier,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Composition.identifier:crossCareSettingIdentifier.assigner.display,Composition.identifier.assigner.display,Text alternative for the resource,Plain text narrative that identifies the resource in addition to the resource reference.,"This is generally not the same as the Resource.text of the referenced resource.  The purpose is to identify what's being referenced, not to fully describe it.",0,1,0..1,Reference.display,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']",string,ele-1,true,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,,,,
93,Composition.identifier:identifier,Composition.identifier,Logical identifier of composition (version-independent),"Logical identifier for the composition, assigned when created. This identifier stays constant as the composition is changed over time.",See discussion in resource definition for how these relate.,0,1,0..1,Composition.identifier,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim', 'cda', 'w5']","['n/a', 'CX / EI (occasionally, more often EI maps to a resource id or a URL)', 'II - see see identifier pattern at http://wiki.hl7.org/index.php?title=Common_Design_Patterns#Identifier_Pattern for relevant discussion. The Identifier class is a little looser than the v3 type II because it allows URIs as well as registered OIDs or GUIDs.  Also maps to Role[classCode=IDENT]', 'Identifier', 'Document.id / Document.setId', '.setId', 'id']",Identifier,ele-1,true,,,,,,,,,,,,,,,,,,identifier,,,,,,,,,,,
94,Composition.identifier:identifier.id,Composition.identifier.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Composition.identifier:identifier.extension,Composition.identifier.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,0..*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,,
96,Composition.identifier:identifier.use,Composition.identifier.use,usual | official | temp | secondary (If known),The purpose of this identifier.,"This is labeled as ""Is Modifier"" because applications should not mistake a temporary id for a permanent one. Applications can assume that an identifier is permanent unless it explicitly says that it is temporary.",0,1,0..1,Identifier.use,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'N/A', 'Role.code or implied by context']",code,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,IdentifierUse,,required,"Identifies the purpose for this identifier, if known .",http://hl7.org/fhir/ValueSet/identifier-use,Allows the appropriate identifier for a particular context of use to be selected from among a set of identifiers.,,,true,,,,,,,,,,,,,
97,Composition.identifier:identifier.type,Composition.identifier.type,Description of identifier,A coded type for the identifier that can be used to determine which identifier to use for a specific purpose.,"This element deals only with general categories of identifiers.  It SHOULD not be used for codes that correspond 1..1 with the Identifier.system. Some identifiers may fall into multiple categories due to common usage.   Where the system is known, a type is unnecessary because the type is always part of the system definition. However systems often need to handle identifiers where the system is not known. There is not a 1:1 relationship between type and system, since many different systems have the same type.",0,1,0..1,Identifier.type,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'CX.5', 'Role.code or implied by context']",CodeableConcept,ele-1,true,,,,,,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",IdentifierType,true,extensible,A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.,http://hl7.org/fhir/ValueSet/identifier-type,Allows users to make use of identifiers when the identifier system is not known.,,,,,,,,,,,,,,,,
98,Composition.identifier:identifier.type.id,Composition.identifier.type.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Composition.identifier:identifier.type.extension,Composition.identifier.type.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,0..*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,,
