,source,element_id,element_path_value,element_short_value,element_definition_value,element_alias_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_binding_extension_url,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_isModifier_value,element_binding_extension_valueReference_reference_value,element_sliceName_value,element_type_profile_value,element_fixedUri_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_extension_valueString_value,element_slicing_ordered_value,element_mustSupport_value
79,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory,Encounter.statusHistory,List of past encounter statuses,"The status history permits the encounter resource to contain the status history without needing to read through the historical versions of the resource, or even have the server store them.",,0,1,0..1,Encounter.statusHistory,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"The current status is always found in the current version of the resource, not the status history.",BackboneElement,ele-1,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/structuredefinition-explicit-type-name,,,,,,,,,,,,StatusHistory,,
80,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.id,Encounter.statusHistory.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.extension,Encounter.statusHistory.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,
82,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.modifierExtension,Encounter.statusHistory.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.","['extensions', 'user content', 'modifiers']",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,,,,,,,,,,,,,,,true,,,,,,,,,,,,
83,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.status,Encounter.statusHistory.status,planned | arrived | triaged | in-progress | onleave | finished | cancelled +,planned | arrived | triaged | in-progress | onleave | finished | cancelled +.,,1,1,1..1,Encounter.statusHistory.status,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,code,ele-1,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,EncounterStatus,,required,Current state of the encounter,http://hl7.org/fhir/ValueSet/encounter-status,,,,,,,,,,,,,,,,
84,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.period,Encounter.statusHistory.period,The time that the episode was in the specified status,The time that the episode was in the specified status.,,1,1,1..1,Encounter.statusHistory.period,1,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]']","This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",Period,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.period.id,Encounter.statusHistory.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.period.extension,Encounter.statusHistory.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,
87,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.period.start,Encounter.statusHistory.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,ARS|s_CareConnect-GPC-Encounter-1,Encounter.statusHistory.period.end,Encounter.statusHistory.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",,0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,
89,ARS|s_CareConnect-GPC-Encounter-1,Encounter.class,Encounter.class,inpatient | outpatient | ambulatory | emergency +,inpatient | outpatient | ambulatory | emergency +.,,0,1,0..1,Encounter.class,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'w5']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'PV1-2', '.inboundRelationship[typeCode=SUBJ].source[classCode=LIST].code', 'class']","Codes may be defined very casually in enumerations or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.",Coding,ele-1,true,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,EncounterClass,,extensible,Classification of the encounter,http://hl7.org/fhir/ValueSet/v3-ActEncounterCode,,,,,,,,,,,,,,,,
90,ARS|s_CareConnect-GPC-Encounter-1,Encounter.class.id,Encounter.class.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ARS|s_CareConnect-GPC-Encounter-1,Encounter.class.extension,Encounter.class.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,
